course_link,course_name,course_number,course_organization,course_price,course_status
//ke.qq.com/course/329070#term_id=100513744,不止于就业前端技术|JavaScript底层核心|组件化开发|JS|Vue|Node,916人最近报名,妙思维JS++,免费,共28节
//ke.qq.com/course/277585#term_id=100513744,【免费试听】自媒体|新媒体运营 头条抖音Vlog大鱼百家企鹅号爆文,125人最近报名,榕意新媒体学院,免费,共5节
//ke.qq.com/course/package/22418,信息系统项目管理师-应试宝典,2人购买,清哥好课堂,¥476.22,课程5
//ke.qq.com/course/167312,【柠檬班】软件测试常用工具,70人最近报名,,免费,共6节
//ke.qq.com/course/466834,"Tomcat源码剖析分布式架构性能优化Tomcat,Java架构师_咕泡学院",592人最近报名,咕泡教育,免费,共1节
//ke.qq.com/course/253056,软件测试从小白到高手全程班【柠檬班】第66-60期,163人购买,,¥4162.22,随到随学
//ke.qq.com/course/277224,原生JS扫雷游戏实战开发【渡一教育】,345人最近报名,,免费,共1节
//ke.qq.com/course/436559,Zookeeper集群原理【图灵学院】,300人最近报名,,免费,共5节
//ke.qq.com/course/420891,软件测试之python自动化测试2(web自动化+app自动化+接口自动化）,5122人购买,,¥1462.22,随到随学
//ke.qq.com/course/430884,简明JDBC教程,587人最近报名,,免费,共5节
//ke.qq.com/course/447058,web前端学习之Javascript/js零基础到经典实战【软谋教育】,502人最近报名,软谋教育,免费,共4节
//ke.qq.com/course/package/19047,就业+NodeJS助力计划,2人购买,妙思维JS++,¥4762.22,课程3
//ke.qq.com/course/473384,性能调优专题-Java虚拟机性能调优与底层原理分析,353人最近报名,,免费,共6节
//ke.qq.com/course/package/23515,Python全栈开发,2人购买,六星云课堂,¥4662.22,课程2
//ke.qq.com/course/435156,Spring MVC源码剖析【图灵学院】,332人最近报名,,免费,共6节
//ke.qq.com/course/422892,Unity小白的游戏梦,571人最近报名,优梦创客,免费,共6节
//ke.qq.com/course/259471,SEM百度竞价培训|网络营销推广教程|360UC神马搜狗搜索引擎推广课,569人最近报名,魔贝课凡,免费,共13节
//ke.qq.com/course/package/22277,前端精英班十九期,3人购买,京程一灯,¥59622,课程2
//ke.qq.com/course/460732,kali渗透测试/web安全/白帽子黑客/网络安全/无线安全/入侵防御/,302人最近报名,领航者教育,免费,共6节
//ke.qq.com/course/441207,Linux运维教程之SSHd服（上）,36人最近报名,,免费,共5节
//ke.qq.com/course/396060,python高级软件测试开发第1-3期【柠檬班VIP】,550人购买,,¥53622,开设3个班级
//ke.qq.com/course/434740,华为HCNA/HCIA网络工程师全套实战教程（零基础小白入门到精通）,551人最近报名,新盟教育,免费,共13节
//ke.qq.com/course/436508,Go语言Golang入门至高级/micro/channel/goroutine/PHP区块链咕泡,554人最近报名,咕泡教育,免费,进度：3/3节
//ke.qq.com/course/351969,软件测试-零基础全栈就业班-【乐搏学院23-31期】,897人购买,乐搏技术学院,¥4162.22,随到随学
//ke.qq.com/course/172084,软件测试—零基础全程就业课程【动脑学院】,5307人购买,动脑学院,¥4562.22,进度：16/16节
//ke.qq.com/course/249054,0基础文案体验营——3天打开文案思维，提升工作表现,819人最近报名,,免费,共3节
//ke.qq.com/course/192413,松勤Python自动化测试（测试开发）全栈课程-试听课,032人最近报名,,免费,共10节
//ke.qq.com/course/440119,Axure原型实战班（系统学习最新的Axure9.0，已有5000+同学学习）,001人购买,,¥077.22,共87节
//ke.qq.com/course/219098,六IE认证专家 闫辉 教你真正的CCNA全套课程/CCNP/CCIE,124人最近报名,,免费,共29节
//ke.qq.com/course/198203,.NET高级开发VIP班,9866人购买,,¥9077.22,随到随学
//ke.qq.com/course/263848,闫辉  创新思科华为双厂商网络基础融合课程CCNA+HCNA=XCNA,590人最近报名,,免费,共26节
//ke.qq.com/course/159919,【松勤】软件测试从基础到高级全栈课程,166人最近报名,,免费,共17节
//ke.qq.com/course/240881,闫辉 HCIA+CCNA网络工程师入门篇,193人最近报名,,免费,共25节
//ke.qq.com/course/398855,【NEXT学院】Java全栈开发商业小程序,03人购买,腾讯课堂NEXT学院,¥077.22,共18节
//ke.qq.com/course/348775,C/C++入门到精通实战,346人最近报名,,免费,共66节
//ke.qq.com/course/225938,木泉boss-Linux高级架构师 挑战30W年薪 运维/集群/云计算,5546人最近报名,,免费,共33节
//ke.qq.com/course/398777,软件测试-Python自动化提升班【乐搏学院Web/APP/接口自动化】,582人购买,乐搏技术学院,¥1462.22,开设4个班级
//ke.qq.com/course/463732,Jmeter性能测试实战（试听课）,808人最近报名,,免费,共6节
//ke.qq.com/course/452828,Java零基础入门到精通/JavaWEB开发/Java全栈开发【六星教育】,023人最近报名,,免费,共37节
//ke.qq.com/course/package/20485,十八期前端全栈精英班,81人购买,京程一灯,¥59412,课程2
//ke.qq.com/course/125925,Java架构师技术栈/微服务/分布式/高并发/性能优化【六星教育】,015人最近报名,,免费,共14节
//ke.qq.com/course/20945,Web前端高级 html5/css3/javascript/vue/react/node/es6/webpack,021人最近报名,软谋教育,免费,共2节
//ke.qq.com/course/402016,Java高级软件测试开发第1-2期【柠檬班】,12人购买,,¥53622,开设2个班级
//ke.qq.com/course/356118,HOOK原理解析,11人最近报名,,免费,共7节
//ke.qq.com/course/444431,超级小白编程入门,49人最近报名,,免费,共1节
//ke.qq.com/course/475431#term_id=100569308,全网独家iOS自动化测试实战,5231人购买,,¥6.22,共67节
//ke.qq.com/course/248444#term_id=100569308,IT行业职业发展之路,46人最近报名,,免费,共2节
//ke.qq.com/course/249690#term_id=100569308,软件测试Python/性能/接口/安全/自动化软件测试零到精通【咕泡】,90人最近报名,咕泡教育,免费,共21节
//ke.qq.com/course/392355,Java架构师培养计划-Level one,394人购买,,¥9077.22,随到随学
//ke.qq.com/course/163071,C#/.Net从入门到实战(MVC/Winform/Sql/WPF/Ado.Net/WCF/零基础),525人最近报名,,免费,共40节
//ke.qq.com/course/435958,并发编程核心框架AQS之独占锁原理详解【图灵学院】,527人最近报名,,免费,共5节
//ke.qq.com/course/387931,【NEXT学院】Python从入门到实战·基础篇,86人购买,腾讯课堂NEXT学院,¥777.22,共33节
//ke.qq.com/course/181020,CCNA网络精品课之交换机基础原理,16人最近报名,新盟教育,免费,共1节
//ke.qq.com/course/444851,Web前端高级之javascript/js进阶实战【软谋教育】,10人最近报名,软谋教育,免费,共2节
//ke.qq.com/course/package/23554,Java架构师之源码分析专题系列教程,2人购买,猿课教育,¥3762.22,课程24
//ke.qq.com/course/167310,软件测试之常用bug管理系统【柠檬班】,01人最近报名,,免费,共2节
//ke.qq.com/course/476383,Alibaba双十一万亿级消息中间件RocketMQ实战,530人最近报名,,免费,共6节
//ke.qq.com/course/248420,高端大数据课程 精英培训计划,5893人购买,优效学院,¥1762.22,开设3个班级
//ke.qq.com/course/457576,双十一电商秒杀系统性能优化实战,527人最近报名,,免费,共5节
//ke.qq.com/course/463545,Spring Cloud微服务实战直播答疑,11人最近报名,享学课堂,免费,共1节
//ke.qq.com/course/457249,区块链 - 比特币挖矿是怎么回事？,44人最近报名,,免费,共5节
//ke.qq.com/course/458302,马哥教育2020Python运维自动化高级进阶班,07人购买,,¥7622.22,共24节
//ke.qq.com/course/429988,剑指Offer-ACM大牛带你玩转数据结构与算法,717人购买,,¥5772.22,进度：24/24节
//ke.qq.com/course/465221,HuaWei R-S,30人最近报名,,免费,共14节
//ke.qq.com/course/452840,分布式专题-亿级流量商品详情静态化与多级缓存实战【图灵学院】,502人最近报名,,免费,共6节
//ke.qq.com/course/package/18977,十七期前端全栈精英班,86人购买,京程一灯,¥59412,课程2
//ke.qq.com/course/460553,基于docker构建MySQL集群,531人最近报名,,免费,共4节
//ke.qq.com/course/448656,小闫Sir带你学习HCIA、HCIP、HCIE直通车课程,545人最近报名,,免费,共11节
//ke.qq.com/course/368563,原阿里运营总监：运营3大核心思维,78人最近报名,,免费,已结束
//ke.qq.com/course/package/21080,Python爬虫+数据分析高薪班,6人购买,青灯教育,¥8977.22,课程3
//ke.qq.com/course/464476,数据产品经理求职攻略，老师带你破解面试关键点,593人最近报名,,免费,共1节
//ke.qq.com/course/413397,技术转产品，技术思维是阻力还是助力？,581人最近报名,,免费,共1节
//ke.qq.com/course/456623,深入理解内存模型与多线程结果-jvm模型,514人最近报名,,免费,共7节
//ke.qq.com/course/385317,LayaAir2.0全栈开发,597人最近报名,博毅创为大学堂,免费,共10节
//ke.qq.com/course/152747,2020软考--系统集成项目管理工程师-基础知识(上) 视频课程,163人购买,小任老师,¥577.22,共29节
//ke.qq.com/course/457269,解密区块链核心密码学,94人最近报名,,免费,共5节
//ke.qq.com/course/425758,Java分布式电影预告小程序后台,72人购买,享学课堂,¥966.22,共22节
//ke.qq.com/course/479381,数据结构精华-HashMap+ConcurrentHashMap,14人最近报名,,免费,共5节
//ke.qq.com/course/212406,SEO网站优化SEO网赚|熊掌号|网站建设|快速排名|网络推广网络营销,945人最近报名,魔贝课凡,免费,共6节
//ke.qq.com/course/430872,深入虚拟机底层分析synchronized【图灵学院】,16人最近报名,,免费,共4节
//ke.qq.com/course/package/20421,Python全栈+爬虫套餐,53人购买,马哥教育,¥9162.22,课程2
//ke.qq.com/course/330297,云计算方向Cloud 技术解析 实战学习华为认证HCNA/HCNP/HCIE,516人最近报名,SPOTO思博网络,免费,共46节
//ke.qq.com/course/445311,2019马哥最新版高端Linux运维云计算年薪30W经典入门教程,5556人最近报名,,免费,共15节
//ke.qq.com/course/431437,JSP入门 JSP教程 Servlet javaweb web基础 web核心 jsp内置对象,384人最近报名,拓薪教育,免费,共1节
//ke.qq.com/course/package/20439,全栈+爬虫+数据+AI,42人购买,马哥教育,¥6622.22,课程4
//ke.qq.com/course/181003,CCNA网络精品课之IPV6+tunnel,58人最近报名,新盟教育,免费,共1节
//ke.qq.com/course/package/20422,Python数据分析AI套餐,55人购买,马哥教育,¥1362.22,课程4
//ke.qq.com/course/466825,"彻底理解单例,单例面试分享java高级,Java架构师进阶【咕泡学院】",16人最近报名,咕泡教育,免费,共1节
//ke.qq.com/course/181007,CCNA网络精品课之OSPF,32人最近报名,新盟教育,免费,共1节
//ke.qq.com/course/package/22693,移动全栈android+ios企业级项目实战swift/java/xcode,5人购买,爱学啊,¥8977.22,课程2
//ke.qq.com/course/335395,python爬虫教程-马哥全新Python商业爬虫实战,391人最近报名,马哥教育,免费,共2节
//ke.qq.com/course/287331,Java基础入门阶段（javase教程，零基础java入门教程）（阶段一）,455人购买,拓薪教育,¥177.22,共212节
//ke.qq.com/course/335521,马哥python教程-零基础Python快速入门教程,5627人最近报名,马哥教育,免费,共7节
//ke.qq.com/course/60266,C#从基础快速实战项目【上位机和全栈开发必会】,093人最近报名,,免费,共24节
//ke.qq.com/course/334490,shell教程-2019全新Shell脚本入门教程,578人最近报名,,免费,共1节
//ke.qq.com/course/package/16733,坦克大战+java架构师,834人购买,马士兵老师,¥53062,课程6
//ke.qq.com/course/471855,黑客渗透工程师/区块链/云计算/Linux运维网络安全/架构师/python,595人最近报名,掌控安全学院,免费,共5节
//ke.qq.com/course/335137,马哥linux教程-2019全新Nginx实战web服务企业实战,374人最近报名,,免费,共1节
//ke.qq.com/course/package/11688,网络营销全真项目实操,2人购买,深圳人次方计算机信息咨询有限公司,¥0777.22,课程6
//ke.qq.com/course/475003,Zookeeper读写锁实现~关于分布式锁的概念剖析【图灵学院】,46人最近报名,,免费,共4节
//ke.qq.com/course/package/21981,java高薪就业班,81人购买,拓薪教育,¥1072.22,课程4
//ke.qq.com/course/443503,手写同步器锁反推AQS核心原理【图灵学院】,04人最近报名,,免费,共3节
//ke.qq.com/course/335548,马哥python教程-Python框架Django开发实战,808人最近报名,马哥教育,免费,共2节
//ke.qq.com/course/420158,掌控安全/kali/黑客信息安全/网络安全/渗透/linux/编程语言/架构,326人最近报名,,免费,共2节
//ke.qq.com/course/453543,"并发编程从入门到入魔,Java架构并发编程特训营【咕泡学院】",155人购买,咕泡教育,¥577.22,进度：3/3节
//ke.qq.com/course/172375,CCNA网络精品课之网络是什么？,54人最近报名,新盟教育,免费,共22节
//ke.qq.com/course/347420,移动互联网架构开发（VIP班）【享学课堂】,157人购买,享学课堂,¥9762.22,进度：15/20节
//ke.qq.com/course/172512,CCNA网络精品课之OSI七层模型,51人最近报名,新盟教育,免费,共2节
//ke.qq.com/course/335124,mysql教程-马哥2019全新Mysql配置和安装实战,549人最近报名,,免费,共1节
//ke.qq.com/course/466808,"2小时通晓分布式架构10年来的演变,Java架构师进阶【咕泡学院】",93人最近报名,咕泡教育,免费,共1节
//ke.qq.com/course/package/22760,真正的Java高级工程师实战课程,556人购买,黄埔课堂,¥3762.22,课程30
//ke.qq.com/course/255940,CCNA小白入门之七分钟小视频【第二季】,1人最近报名,新盟教育,免费,共4节
//ke.qq.com/course/428407,掌控cisp/cissp/pte/国家级认证/kali/黑客信息安全/网络安全渗透,830人最近报名,,免费,共3节
//ke.qq.com/course/421612,Web前端高级工程师培养计划 第十三期 LEVEL ONE【渡一教育】,596人购买,,¥6577.22,共19节
//ke.qq.com/course/393869,前端0基础速成+精选实战项目,5万人购买,蝉壳学院,¥777.22,共26节
//ke.qq.com/course/431451,mysql mysql入门 mysql入门到精通 mysql教程 sql 数据库 java,5273人最近报名,拓薪教育,免费,共7节
//ke.qq.com/course/293193,【VIP体验课】精选Java高并发分布式架构课【云析学院】,3477人最近报名,云析学院,免费,共19节
//ke.qq.com/course/package/11609,iOS底层原理班,859人购买,小码哥教育,¥0062.22,课程3
//ke.qq.com/course/418411,RHCSA视频合集（全）,52人最近报名,新盟教育,免费,共4节
//ke.qq.com/course/433265,如何着手打造阿里鹰眼分布式监控平台【图灵学院】,38人最近报名,,免费,共4节
//ke.qq.com/course/439509,Web前端高级工程师培养计划 第十四期 LEVEL ONE【渡一教育】,590人购买,,¥6577.22,共17节
//ke.qq.com/course/476387,SpringCloudAlibaba-Seata源码,07人最近报名,,免费,共6节
//ke.qq.com/course/441192,Linux运维教程之shell脚本答疑,52人最近报名,,免费,共1节
//ke.qq.com/course/469093,2分钱买600分钟jmeter性能实战,5857人购买,,¥92.22,共13节
//ke.qq.com/course/466323,带你玩转spring手写分库分表中间件,09人最近报名,,免费,共5节
//ke.qq.com/course/431404,HCIA直播课 华为认证网络工程师（SPOTO）,974人购买,,¥877.22,共16节
//ke.qq.com/course/470776,双十二 ~~ 带你玩转源码之Spring Boot分库分表,88人最近报名,,免费,共6节
//ke.qq.com/course/437656,Linux运维教程之Linux-firewalld,58人最近报名,,免费,共1节
//ke.qq.com/course/470284,Spring整合springmvc,04人最近报名,,免费,共5节
//ke.qq.com/course/220032,六个方向CCIE专家讲师教你CCNP+HCNP,5728人购买,,¥0922.22,随到随学
//ke.qq.com/course/172514,CCNA网络精品课之静态路由篇,58人最近报名,新盟教育,免费,共1节
//ke.qq.com/course/361262,软件测试-零基础全栈就业班-【乐搏学院27-35期】,525人购买,乐搏技术学院,¥4162.22,随到随学
//ke.qq.com/course/437647,Linux运维Linux云计算高级架构/Docker/mySQL/linux运维工程师,82人最近报名,,免费,共19节
//ke.qq.com/course/475335,创建型设计模式精讲及在Spring和JDK源码中的应用,95人最近报名,,免费,共4节
//ke.qq.com/course/212432,SEO到底咋做？搜索引擎优化总监实战VIP课堂【透析2019最新案例】,6772人购买,魔贝课凡,¥8777.22,随到随学
//ke.qq.com/course/471003,深入理解Spring整合MyBatis源码真谛,92人最近报名,,免费,共5节
//ke.qq.com/course/441200,Linux运维教程之find+sed+awk（上）,39人最近报名,,免费,共1节
//ke.qq.com/course/package/22170,小程序云开发上线你的AI拍照识花小程序,5人购买,全栈开发者阿耿,¥77.22,课程2
//ke.qq.com/course/436307,Axure大作战-产品新人的原型学习营,333人最近报名,,免费,共4节
//ke.qq.com/course/256416,威哥手把手解析Java核心技术-VIP配套基础课,68人购买,扣丁学堂,¥377.22,共32节
//ke.qq.com/course/472282,学习新媒体运营精品课 | 新媒体运营的从0到1,559人最近报名,,免费,共5节
//ke.qq.com/course/package/15629,抖音快手 赠小课,32人购买,网师学院,¥076.22,课程9
//ke.qq.com/course/461778,超值赠送课：高级产品经理教你做好项目管理工作,546人最近报名,,免费,共3节
//ke.qq.com/course/421917,华为认证HCIA初级网络工程师（蔡老师带你从零开始学网络工程师）,41人最近报名,北京华尔思网络实验室,免费,进度：16/17节
//ke.qq.com/course/472314,如何构建数据产品经理的业务、数据、产品能力三角,357人最近报名,,免费,共1节
//ke.qq.com/course/443607,Java互联网架构师,84人最近报名,逻辑教育,免费,共10节
//ke.qq.com/course/344873,4周文案训练营，快速掌握10年职业文案人的私家绝活（第18期）,5202人购买,,¥177.22,共50节
//ke.qq.com/course/447715,美团架构师解密千万级高并发红包系统架构,40人最近报名,,免费,共5节
//ke.qq.com/course/181019,CCNA网络精品课之IP地址,83人最近报名,新盟教育,免费,共1节
//ke.qq.com/course/396898,Java企业级就业在线培训班,921人购买,拓薪教育,¥9177.22,随到随学
//ke.qq.com/course/181014,CCNA网络精品课之VLAN,85人最近报名,新盟教育,免费,共1节
//ke.qq.com/course/476558,软件测试之python自动化测试3(web自动化+app自动化+接口自动化）,89人购买,,¥1462.22,随到随学
//ke.qq.com/course/268182,思科全套模拟器讲解 思科认证网络工程师 CCNA/CCNP/CCIE,03人最近报名,新盟教育,免费,共3节
//ke.qq.com/course/481381,零基础数据分析与挖掘——Python实战课程,5807人最近报名,郑臣亮,免费,共9节
//ke.qq.com/course/433341,spring aop底层实现asm剖析【图灵学院】,72人最近报名,,免费,共4节
//ke.qq.com/course/432114,SPOTO-HCIP直播课 华为认证网络工程师+项目实战,939人购买,,¥3772.22,共20节
//ke.qq.com/course/210945,Python开发/自动化/网络爬虫/运维/从入门到精通【动脑学院】,596人最近报名,动脑学院,免费,共24节
//ke.qq.com/course/452129,太阁ccna/hcia+ccnp/hcip周作业讲解,40人最近报名,,免费,共5节
//ke.qq.com/course/428084,墨子学院新纪元seovip课程-专注内页排名和流量提升特训营,3240人购买,墨子学院,¥0262.22,开设3个班级
//ke.qq.com/course/470675,Jmeter高级性能测试实战课程发布会,75人最近报名,,免费,共2节
//ke.qq.com/course/474944,Redis高并发分布式锁~Redisson框架实现分布式锁【图灵学院】,68人最近报名,,免费,共4节
//ke.qq.com/course/package/19346,dubbo+SpringCloud,7人购买,小D课堂,¥97.22,课程2
//ke.qq.com/course/460207,手写Zookeeper分布式服务注册中心,00人最近报名,,免费,共5节
//ke.qq.com/course/181016,CCNA网络精品课之EIGRP,6人最近报名,新盟教育,免费,共2节
//ke.qq.com/course/443640,软件测试之App自动化测试/Appium实战全解【柠檬班】,5354人购买,,¥97.72,共36节
//ke.qq.com/course/439747,Linux运维教程之目录结构-文件系统,54人最近报名,,免费,共39节
//ke.qq.com/course/452795,零侵入监控系统实现-系统架构和核心技术点【图灵学院】,85人最近报名,,免费,共4节
//ke.qq.com/course/377989,Java分布式互联网架构/微服务/高性能/springboot/springcloud,32人购买,拓薪教育,¥8777.22,共103节
//ke.qq.com/course/480918,深入理解线程与线程池原理-业务调优实战【图灵学院】,03人最近报名,,免费,共5节
//ke.qq.com/course/214211,Web前端全栈HTML5+大神之路,322人购买,扣丁学堂,¥9322.22,随到随学
//ke.qq.com/course/455555,Zookeeper读写锁实现,03人最近报名,,免费,共5节
//ke.qq.com/course/475237,【松勤】web安全测试实战体验课,05人最近报名,,免费,共2节
//ke.qq.com/course/473213,全网最牛JVM字节码结构分析,13人最近报名,,免费,共4节
//ke.qq.com/course/198810,seo内页排名技术-大量关键词排名操作方法-特殊关键词快速排名,0225人购买,墨子学院,¥8962.22,随到随学
//ke.qq.com/course/362222,【官方推荐】特聘专家指导轻松入门Linux,42人最近报名,,免费,共56节
//ke.qq.com/course/326208,软件测试从小白到高手全程班【柠檬班】第65-54期,141人购买,,¥4162.22,随到随学
//ke.qq.com/course/322965,eNSP模拟器 华为认证网络工程师 HCNA/HCNP/HCIE,539人最近报名,,免费,共5节
//ke.qq.com/course/335119,Linux教程-2019全新ansible入门到精通,550人最近报名,,免费,共1节
//ke.qq.com/course/168816,软件测试/接口/性能/自动化/测试开发/从入门到精通【动脑学院】,508人最近报名,动脑学院,免费,共35节
//ke.qq.com/course/362314,【NEXT学院】人人都会微信小程序实战进阶,5618人购买,腾讯课堂NEXT学院,¥577.22,共13节
//ke.qq.com/course/333991,Linux安装教程-2019全新计算机基础和Linux快速安装教程,506人最近报名,,免费,共1节
//ke.qq.com/course/250008,.NET/C#高级进阶/.NetCore/EF6/MVC5/设计模式/NoSql,63人最近报名,,免费,共12节
//ke.qq.com/course/package/22428,年薪“50W+”高薪就业班,2人购买,享学课堂,¥51662,课程8
//ke.qq.com/course/131067,【松勤】Python编程实战（自动化测试课程体系）,60人最近报名,,免费,共10节
//ke.qq.com/course/334447,马哥Linux教程-2019全新正则表达式及vim进阶,67人最近报名,,免费,共1节
//ke.qq.com/course/472311,新媒体的行业趋势 |从微信到抖音，了解新媒体全貌,14人最近报名,,免费,共1节
//ke.qq.com/course/210978,年薪30万的大数据开发从入门到精通【马哥教育】,513人最近报名,马哥教育,免费,共3节
//ke.qq.com/course/414483#term_id=100494380,全网最全最细Fiddler抓包工具，没有之一【柠檬班】,8574人购买,,¥2.23,共25节
//ke.qq.com/course/119808#term_id=100494380,Linux运维及云计算年薪30W入门经典教程【马哥亲讲】,809人最近报名,,免费,共32节
//ke.qq.com/course/479136#term_id=100494380,一毕业就年薪20万的IT互联网岗位推荐,54人最近报名,科迪思,免费,共4节
//ke.qq.com/course/package/19327,ELK+SpringCloud,1人购买,小D课堂,¥92.12,课程2
//ke.qq.com/course/435521#term_id=100494380,Mysql读写分离【图灵学院】,98人最近报名,,免费,共5节
//ke.qq.com/course/466818#term_id=100494380,"Base64原理剖析,Base64面试java高级,Java架构师进阶【咕泡学院】",18人最近报名,咕泡教育,免费,共1节
//ke.qq.com/course/441176,Linux运维教程,55人最近报名,,免费,共4节
//ke.qq.com/course/143145,【动脑学院VIP】50W年薪安卓Android架构性能优化UI/NDK/Flutter,9312人购买,动脑学院,¥1662.22,进度：114/125节
//ke.qq.com/course/268724,轻松入门高薪Linux云计算【马哥教育】,70人最近报名,,免费,共7节
//ke.qq.com/course/348394,吴光科-Docker容器企业实战剖析,583人最近报名,,免费,共5节
//ke.qq.com/course/229547,JAVA架构师黄埔班,5634人购买,,¥1077.22,进度：9/11节
//ke.qq.com/course/181011,CCNA网络精品课之基础命令集,9人最近报名,新盟教育,免费,共1节
//ke.qq.com/course/246699,2020软考-信息系统项目管理师-基础知识(下) 新版教程,826人购买,小任老师,¥577.22,共34节
//ke.qq.com/course/181018,CCNA网络精品课之RIP,4人最近报名,新盟教育,免费,共1节
//ke.qq.com/course/244938,C/C++ Linux服务器开发/高级架构师课程【动脑学院】,001人购买,动脑学院,¥9762.22,进度：6/14节
//ke.qq.com/course/181021,CCNA网络精品课之ACL访问控制列表,6人最近报名,新盟教育,免费,共1节
//ke.qq.com/course/138056,.NET/C#零基础高薪就业(全栈开发/BS/CS/WPF/WCF/Winform/Sql）,00人最近报名,,免费,共21节
//ke.qq.com/course/181012,CCNA网络精品课之NAT+PPP+DHC,7人最近报名,新盟教育,免费,共1节
